"","DB_identifier","Sec_identifier","GeneSymbol","Transcript_DB_identifier","Transcript_length","Organism name","log_FC","num_assign","log10_FC"
"19118","FBgn0261550","CG42668","CG42668","FBtr0302670",3747,"Drosophila melanogaster",0.0335857780831645,8946,0.0101103266307465
"19119","FBgn0261550","CG42668","CG42668","FBtr0302673",4477,"Drosophila melanogaster",0.290382118657595,8946,0.0874137279203939
"19120","FBgn0261550","CG42668","CG42668","FBtr0303586",4204,"Drosophila melanogaster",0.199612469716229,8946,0.0600893408931533
"19121","FBgn0261550","CG42668","CG42668","FBtr0306633",4342,"Drosophila melanogaster",0.246209526369196,8946,0.0741164526553497
"19122","FBgn0261550","CG42668","CG42668","FBtr0306634",3324,"Drosophila melanogaster",-0.139229817475604,8946,-0.041912351350978
"19123","FBgn0264979","CG4267","CG4267","FBtr0077751",1322,"Drosophila melanogaster",-0.406280598093481,8947,-0.12230264668244
"19124","FBgn0264979","CG4267","CG4267","FBtr0335159",2182,"Drosophila melanogaster",0.316648326722433,8947,0.0953206444202612
"19125","FBgn0261552","CG42670","ps","FBtr0082037",4508,"Drosophila melanogaster",0.00144085406949657,8948,0.000433740294292662
"19126","FBgn0261552","CG42670","ps","FBtr0082038",2685,"Drosophila melanogaster",-0.746124573229951,8948,-0.224605877044202
"19127","FBgn0261552","CG42670","ps","FBtr0082039",2619,"Drosophila melanogaster",-0.782030601752128,8948,-0.235414668654544
"19128","FBgn0261552","CG42670","ps","FBtr0111027",3538,"Drosophila melanogaster",-0.348112613412267,8948,-0.104792338506072
"19129","FBgn0261552","CG42670","ps","FBtr0111028",3301,"Drosophila melanogaster",-0.448143522880189,8948,-0.134904642749465
"19130","FBgn0261552","CG42670","ps","FBtr0111029",3736,"Drosophila melanogaster",-0.269552206393064,8948,-0.0811432995217207
"19131","FBgn0261552","CG42670","ps","FBtr0111030",4635,"Drosophila melanogaster",0.0415226774101676,8948,0.0124995714007397
"19132","FBgn0261552","CG42670","ps","FBtr0111031",2558,"Drosophila melanogaster",-0.816030397221088,8948,-0.245649626937141
"19133","FBgn0261552","CG42670","ps","FBtr0111032",10086,"Drosophila melanogaster",1.1632355638546,8948,0.350168796743338
"19134","FBgn0261552","CG42670","ps","FBtr0302691",3964,"Drosophila melanogaster",-0.184089698916237,8948,-0.0554165212665385
"19135","FBgn0261552","CG42670","ps","FBtr0302692",10124,"Drosophila melanogaster",1.16866084600796,8948,0.35180196940644
"19136","FBgn0261552","CG42670","ps","FBtr0302693",3514,"Drosophila melanogaster",-0.357932470094349,8948,-0.1077484099205
"19137","FBgn0261552","CG42670","ps","FBtr0302694",3238,"Drosophila melanogaster",-0.475943675800158,8948,-0.143273322662421
"19138","FBgn0261552","CG42670","ps","FBtr0302695",3472,"Drosophila melanogaster",-0.375279713658246,8948,-0.112970450575322
"19139","FBgn0261552","CG42670","ps","FBtr0334303",2492,"Drosophila melanogaster",-0.853742593078723,8948,-0.257002129092645
"19140","FBgn0261552","CG42670","ps","FBtr0334304",3624,"Drosophila melanogaster",-0.31346370605649,8948,-0.0943619780750007
"19141","FBgn0261552","CG42670","ps","FBtr0344283",10080,"Drosophila melanogaster",1.16237707228455,8948,0.34991036502973
"19142","FBgn0261552","CG42670","ps","FBtr0344284",2889,"Drosophila melanogaster",-0.64047645753811,8948,-0.192802625235579
"19143","FBgn0261553","CG42671","CG42671","FBtr0302696",4814,"Drosophila melanogaster",-0.060738583193368,8949,-0.0182841354353358
"19144","FBgn0261553","CG42671","CG42671","FBtr0302697",4852,"Drosophila melanogaster",-0.0493951745473549,8949,-0.0148694291798117
"19145","FBgn0261553","CG42671","CG42671","FBtr0302698",4501,"Drosophila melanogaster",-0.157729160282313,8949,-0.047481208435868
"19146","FBgn0261553","CG42671","CG42671","FBtr0302699",4818,"Drosophila melanogaster",-0.0595403314293943,8949,-0.0179234257120222
"19147","FBgn0261553","CG42671","CG42671","FBtr0302700",4463,"Drosophila melanogaster",-0.16996091841601,8949,-0.0511633345338174
"19148","FBgn0261553","CG42671","CG42671","FBtr0304933",4917,"Drosophila melanogaster",-0.0301963698472498,8949,-0.00909001308418533
"19149","FBgn0261553","CG42671","CG42671","FBtr0304934",4879,"Drosophila melanogaster",-0.0413892417418378,8949,-0.0124594032620808
"19150","FBgn0261553","CG42671","CG42671","FBtr0330283",4814,"Drosophila melanogaster",-0.060738583193368,8949,-0.0182841354353358
"19151","FBgn0261553","CG42671","CG42671","FBtr0339906",5900,"Drosophila melanogaster",0.232740229468702,8949,0.0700617902677974
"19152","FBgn0261553","CG42671","CG42671","FBtr0339907",5520,"Drosophila melanogaster",0.136693541997667,8949,0.0411488563548521
"19153","FBgn0261553","CG42671","CG42671","FBtr0345849",5753,"Drosophila melanogaster",0.196339745216374,8949,0.0591041526511522
"19154","FBgn0261554","CG42672","CG42672","FBtr0302701",5291,"Drosophila melanogaster",-0.0208980044696592,8950,-0.00629092619488736
"19155","FBgn0261554","CG42672","CG42672","FBtr0302702",5454,"Drosophila melanogaster",0.0228762780382645,8950,0.00688644587866705
"19156","FBgn0261554","CG42672","CG42672","FBtr0302703",5356,"Drosophila melanogaster",-0.00328246155268808,8950,-0.000988119386972741
"19157","FBgn0261554","CG42672","CG42672","FBtr0302704",5071,"Drosophila melanogaster",-0.0821681478103642,8950,-0.0247350771790709
"19158","FBgn0261554","CG42672","CG42672","FBtr0302706",4908,"Drosophila melanogaster",-0.129303173214094,8950,-0.0389241336719777
"19159","FBgn0261554","CG42672","CG42672","FBtr0302707",5193,"Drosophila melanogaster",-0.047870196789205,8950,-0.0144103651318881
"19160","FBgn0261554","CG42672","CG42672","FBtr0342885",5321,"Drosophila melanogaster",-0.012741018694042,8950,-0.00383542880222176
"19161","FBgn0261554","CG42672","CG42672","FBtr0342886",5273,"Drosophila melanogaster",-0.0258144254971668,8950,-0.00777091639548022
"19162","FBgn0261554","CG42672","CG42672","FBtr0344188",5989,"Drosophila melanogaster",0.157876710101387,8950,0.0475256253572645
"19163","FBgn0261554","CG42672","CG42672","FBtr0344189",5826,"Drosophila melanogaster",0.118067279263348,8950,0.0355417925647044
"19164","FBgn0261555","CG42673","CG42673","FBtr0302709",3618,"Drosophila melanogaster",-0.0325927844191867,8951,-0.00981140575238415
"19165","FBgn0261555","CG42673","CG42673","FBtr0302710",3902,"Drosophila melanogaster",0.0764285855685998,8951,0.0230072967823198
"19166","FBgn0261555","CG42673","CG42673","FBtr0302711",3582,"Drosophila melanogaster",-0.0470198550544652,8951,-0.0141543867631664
"19167","FBgn0261556","CG42674","CG42674","FBtr0302712",10165,"Drosophila melanogaster",0.277973342440614,8952,0.0836783140696005
"19168","FBgn0261556","CG42674","CG42674","FBtr0302713",9727,"Drosophila melanogaster",0.214429950173727,8952,0.0645498469710253
"19169","FBgn0261556","CG42674","CG42674","FBtr0302714",10270,"Drosophila melanogaster",0.292799308914075,8952,0.088141374692821
"19170","FBgn0261556","CG42674","CG42674","FBtr0302715",9513,"Drosophila melanogaster",0.182335410533515,8952,0.0548884278422941
"19171","FBgn0261556","CG42674","CG42674","FBtr0302716",7058,"Drosophila melanogaster",-0.248305537511758,8952,-0.0747474148805063
"19172","FBgn0261556","CG42674","CG42674","FBtr0332698",6949,"Drosophila melanogaster",-0.270759586748913,8952,-0.0815067572250059
"19173","FBgn0261556","CG42674","CG42674","FBtr0332699",5003,"Drosophila melanogaster",-0.744771515298778,8952,-0.224198566021048
"19174","FBgn0261561","CG42675","CG42675","FBtr0302724",1688,"Drosophila melanogaster",0.194110983275179,8953,0.0584332284536582
"19175","FBgn0261561","CG42675","CG42675","FBtr0302725",1765,"Drosophila melanogaster",0.258464262726536,8953,0.0778054958878633
"19176","FBgn0261561","CG42675","CG42675","FBtr0302726",644,"Drosophila melanogaster",-1.19607132731739,8953,-0.360053346476166
"19177","FBgn0261561","CG42675","CG42675","FBtr0302727",1474,"Drosophila melanogaster",-0.00146739633693649,8953,-0.000441730312945587
"19178","FBgn0261561","CG42675","CG42675","FBtr0303165",1834,"Drosophila melanogaster",0.313789718163047,8953,0.094460117498024
"19179","FBgn0261561","CG42675","CG42675","FBtr0335519",1448,"Drosophila melanogaster",-0.0271423183488011,8953,-0.0081706519748499
"19180","FBgn0261562","CG42676","CG42676","FBtr0302729",1411,"Drosophila melanogaster",-0.14089225829011,8954,-0.0424127959021603
"19181","FBgn0261562","CG42676","CG42676","FBtr0302730",1567,"Drosophila melanogaster",0.0103949335852054,8954,0.00312918681208219
"19182","FBgn0261562","CG42676","CG42676","FBtr0332874",1577,"Drosophila melanogaster",0.0195724139031359,8954,0.0058918836723949
"19183","FBgn0261562","CG42676","CG42676","FBtr0345814",1668,"Drosophila melanogaster",0.100509042557288,8954,0.0302562366452119
"19184","FBgn0261563","CG42677","wb","FBtr0302731",11333,"Drosophila melanogaster",0.234073421413616,8955,0.0704631210331934
"19185","FBgn0261563","CG42677","wb","FBtr0302732",8975,"Drosophila melanogaster",-0.102472547348778,8955,-0.0308473104840803
"19186","FBgn0261563","CG42677","wb","FBtr0302733",9057,"Drosophila melanogaster",-0.0893512287117737,8955,-0.0268973999916771
"19187","FBgn0261563","CG42677","wb","FBtr0302734",9183,"Drosophila melanogaster",-0.0694189406984069,8955,-0.0208971834174401
"19188","FBgn0261563","CG42677","wb","FBtr0302735",8996,"Drosophila melanogaster",-0.0991008251687386,8955,-0.0298323209708427
"19189","FBgn0261563","CG42677","wb","FBtr0305063",10270,"Drosophila melanogaster",0.0919797902590016,8955,0.0276886758628407
"19190","FBgn0261564","CG42678","Reep1","FBtr0302766",1573,"Drosophila melanogaster",-0.410886669274829,8956,-0.12368921227019
"19191","FBgn0261564","CG42678","Reep1","FBtr0302767",1469,"Drosophila melanogaster",-0.509570944134236,8956,-0.15339613910322
"19192","FBgn0261564","CG42678","Reep1","FBtr0302768",2534,"Drosophila melanogaster",0.277011184450293,8956,0.0833886756539464
"19193","FBgn0261564","CG42678","Reep1","FBtr0302769",2715,"Drosophila melanogaster",0.376546858001207,8956,0.11335189903139
"19194","FBgn0261564","CG42678","Reep1","FBtr0302770",2755,"Drosophila melanogaster",0.397646978768003,8956,0.119703668294327
"19195","FBgn0261564","CG42678","Reep1","FBtr0302771",2718,"Drosophila melanogaster",0.378140116076874,8956,0.113831517502999
"19196","FBgn0261564","CG42678","Reep1","FBtr0302772",1931,"Drosophila melanogaster",-0.115057175739866,8956,-0.0346356611140815
"19197","FBgn0261564","CG42678","Reep1","FBtr0302773",1243,"Drosophila melanogaster",-0.750579043638032,8956,-0.225946806251832
"19198","FBgn0261564","CG42678","Reep1","FBtr0336697",1321,"Drosophila melanogaster",-0.662774873443688,8956,-0.199515117278949
"19199","FBgn0261564","CG42678","Reep1","FBtr0344190",2601,"Drosophila melanogaster",0.314661059252474,8956,0.0947224173023962
"19200","FBgn0261564","CG42678","Reep1","FBtr0345077",2641,"Drosophila melanogaster",0.336678961476577,8956,0.101350466313447
"19201","FBgn0261564","CG42678","Reep1","FBtr0345078",1863,"Drosophila melanogaster",-0.166777665748878,8956,-0.0502050799972338
"19202","FBgn0261564","CG42678","Reep1","FBtr0345079",1823,"Drosophila melanogaster",-0.198090778651382,8956,-0.0596312662385001
"19203","FBgn0261565","CG42679","Lmpt","FBtr0302776",1810,"Drosophila melanogaster",-0.68793505399673,8957,-0.207089086321736
"19204","FBgn0261565","CG42679","Lmpt","FBtr0302777",1832,"Drosophila melanogaster",-0.670505247870354,8957,-0.201842191859089
"19205","FBgn0261565","CG42679","Lmpt","FBtr0302778",2110,"Drosophila melanogaster",-0.46668175237275,8957,-0.140485205893228
"19206","FBgn0261565","CG42679","Lmpt","FBtr0302779",3028,"Drosophila melanogaster",0.0544404540184349,8957,0.0163882096371144
"19207","FBgn0261565","CG42679","Lmpt","FBtr0302780",2804,"Drosophila melanogaster",-0.0564384019566742,8957,-0.0169896518962998
"19208","FBgn0261565","CG42679","Lmpt","FBtr0302781",2916,"Drosophila melanogaster",6.59683596389016e-05,8957,1.98584550163972e-05
"19209","FBgn0261565","CG42679","Lmpt","FBtr0302782",2860,"Drosophila melanogaster",-0.027909604301545,8957,-0.00840162806187772
"19210","FBgn0261565","CG42679","Lmpt","FBtr0302783",2099,"Drosophila melanogaster",-0.474222584675143,8957,-0.14275522260852
"19211","FBgn0261565","CG42679","Lmpt","FBtr0302784",1814,"Drosophila melanogaster",-0.684750295438775,8957,-0.206130378466844
"19212","FBgn0261565","CG42679","Lmpt","FBtr0302785",4501,"Drosophila melanogaster",0.626320813418253,8957,0.188541351747558
"19213","FBgn0261565","CG42679","Lmpt","FBtr0302786",7424,"Drosophila melanogaster",1.34827195916028,8957,0.405870302019885
"19214","FBgn0261565","CG42679","Lmpt","FBtr0302787",3051,"Drosophila melanogaster",0.0653574286113585,8957,0.019674546451486
"19215","FBgn0261565","CG42679","Lmpt","FBtr0306704",2905,"Drosophila melanogaster",-0.00538658767540667,8957,-0.00162152446457142
"19216","FBgn0261565","CG42679","Lmpt","FBtr0332703",2690,"Drosophila melanogaster",-0.116318578523311,8957,-0.0350153811885128
"19217","FBgn0261565","CG42679","Lmpt","FBtr0346965",1894,"Drosophila melanogaster",-0.622488420498913,8957,-0.187387686523666
"19218","FBgn0016696","CG4268","Pitslre","FBtr0078247",3355,"Drosophila melanogaster",-0.149067417072372,8958,-0.044873763914937
"19219","FBgn0016696","CG4268","Pitslre","FBtr0078250",3296,"Drosophila melanogaster",-0.1746639409767,8958,-0.0525790853948696
"19220","FBgn0016696","CG4268","Pitslre","FBtr0304935",4391,"Drosophila melanogaster",0.239169350966623,8958,0.07199714868444
"19221","FBgn0016696","CG4268","Pitslre","FBtr0304936",3620,"Drosophila melanogaster",-0.039390486189351,8958,-0.011857717886782
"19222","FBgn0016696","CG4268","Pitslre","FBtr0331523",3939,"Drosophila melanogaster",0.082449233454124,8958,0.0248196923891939
"19223","FBgn0261566","CG42680","CG42680","FBtr0302802",251,"Drosophila melanogaster",0,8959,0
"19224","FBgn0261567","CG42681","CG42681","FBtr0302803",344,"Drosophila melanogaster",0,8960,0
"19225","FBgn0261568","CG42682","CG42682","FBtr0343681",669,"Drosophila melanogaster",0,8961,0
"19226","FBgn0261570","CG42684","CG42684","FBtr0302833",7324,"Drosophila melanogaster",0.234789730811144,8962,0.0706787516480265
"19227","FBgn0261570","CG42684","CG42684","FBtr0302834",6323,"Drosophila melanogaster",0.0227671591878025,8962,0.00685359783158601
"19228","FBgn0261570","CG42684","CG42684","FBtr0302835",6073,"Drosophila melanogaster",-0.0354326911361191,8962,-0.010666302859069
"19229","FBgn0261570","CG42684","CG42684","FBtr0302836",5390,"Drosophila melanogaster",-0.207556787346325,8962,-0.0624808187948935
"19230","FBgn0261570","CG42684","CG42684","FBtr0302837",6100,"Drosophila melanogaster",-0.0290328176485826,8962,-0.00873974897086516
"19231","FBgn0261570","CG42684","CG42684","FBtr0340629",5411,"Drosophila melanogaster",-0.201946819003741,8962,-0.0607920500490504
"19232","FBgn0261570","CG42684","CG42684","FBtr0340630",6028,"Drosophila melanogaster",-0.0461626433883691,8962,-0.0138963403390382
"19233","FBgn0261570","CG42684","CG42684","FBtr0340631",6022,"Drosophila melanogaster",-0.0475993522615159,8962,-0.0143288328048916
"19234","FBgn0261570","CG42684","CG42684","FBtr0340632",7345,"Drosophila melanogaster",0.238920430457449,8962,0.0719222161446429
"19235","FBgn0261571","CG42685","CG42685","FBtr0302857",5002,"Drosophila melanogaster",0,8963,0
"19236","FBgn0261573","CG42687","CoRest","FBtr0302859",2085,"Drosophila melanogaster",-0.359761145269337,8964,-0.108298896000497
"19237","FBgn0261573","CG42687","CoRest","FBtr0302860",1839,"Drosophila melanogaster",-0.540887049189426,8964,-0.162823226072196
"19238","FBgn0261573","CG42687","CoRest","FBtr0302861",1800,"Drosophila melanogaster",-0.571811622384326,8964,-0.172132450206968
"19239","FBgn0261573","CG42687","CoRest","FBtr0302862",3290,"Drosophila melanogaster",0.29827905502124,8964,0.0897909426397008
"19240","FBgn0261573","CG42687","CoRest","FBtr0302863",3998,"Drosophila melanogaster",0.579469943143264,8964,0.174437834471824
"19241","FBgn0261573","CG42687","CoRest","FBtr0302864",3296,"Drosophila melanogaster",0.300907713581855,8964,0.0905822477148046
"19242","FBgn0261573","CG42687","CoRest","FBtr0307901",3155,"Drosophila melanogaster",0.237831476268548,8964,0.0715944082698794
"19243","FBgn0261573","CG42687","CoRest","FBtr0307902",3255,"Drosophila melanogaster",0.282849014451635,8964,0.0851460375939372
"19244","FBgn0261573","CG42687","CoRest","FBtr0307903",2203,"Drosophila melanogaster",-0.28033903390048,8964,-0.0843904581595059
"19245","FBgn0261573","CG42687","CoRest","FBtr0336667",1834,"Drosophila melanogaster",-0.544814890006309,8964,-0.164005623976271
"19246","FBgn0265263","CG42688","CG42688","FBtr0302890",397,"Drosophila melanogaster",-0.574019123034574,8965,-0.17279697411814
"19247","FBgn0265263","CG42688","CG42688","FBtr0332576",785,"Drosophila melanogaster",0.409534523601458,8965,0.123282175863997
"19248","FBgn0034741","CG4269","CG4269","FBtr0071854",539,"Drosophila melanogaster",-0.765062325344438,8966,-0.230306708481112
"19249","FBgn0034741","CG4269","CG4269","FBtr0343000",1311,"Drosophila melanogaster",0.517248182124812,8966,0.155707218022234
"19250","FBgn0034741","CG4269","CG4269","FBtr0343001",898,"Drosophila melanogaster",-0.0286321533557974,8966,-0.00861913700054595
"19251","FBgn0261580","CG42690","CG42690","FBtr0302889",761,"Drosophila melanogaster",-0.424014507374256,8967,-0.127641085316338
"19252","FBgn0261580","CG42690","CG42690","FBtr0347025",1281,"Drosophila melanogaster",0.327287609463845,8967,0.0985233876577758
"19253","FBgn0261581","CG42691","CG42691","FBtr0302888",928,"Drosophila melanogaster",0.371145973564522,8968,0.111726070812832
"19254","FBgn0261581","CG42691","CG42691","FBtr0310548",507,"Drosophila melanogaster",-0.50099308455971,8968,-0.150813946072694
"19255","FBgn0261582","CG42692","CG42692","FBtr0302892",603,"Drosophila melanogaster",-0.045915835055359,8969,-0.0138220436276226
"19256","FBgn0261582","CG42692","CG42692","FBtr0302893",642,"Drosophila melanogaster",0.0444994601668594,8969,0.0133956723010793
"19257","FBgn0261583","CG42693","CG42693","FBtr0302894",408,"Drosophila melanogaster",0,8970,0
"19258","FBgn0261584","CG42694","CG42694","FBtr0302896",1609,"Drosophila melanogaster",-0.492390980524393,8971,-0.148224454732242
"19259","FBgn0261584","CG42694","CG42694","FBtr0334011",2918,"Drosophila melanogaster",0.366424576670052,8971,0.110304788726161
"19260","FBgn0261587","CG42697","CG42697","FBtr0302904",818,"Drosophila melanogaster",0,8972,0
"19261","FBgn0261588","CG42698","pdm3","FBtr0302918",4066,"Drosophila melanogaster",-0.259867126755111,8973,-0.0782278000403021
"19262","FBgn0261588","CG42698","pdm3","FBtr0302919",5153,"Drosophila melanogaster",0.0819352505531867,8973,0.0246649681187527
"19263","FBgn0261588","CG42698","pdm3","FBtr0339349",5099,"Drosophila melanogaster",0.0667369960287161,8973,0.0200898376251515
"19264","FBgn0261588","CG42698","pdm3","FBtr0339350",5156,"Drosophila melanogaster",0.0827749217618088,8973,0.0249177343390437
"19265","FBgn0261610","CG42699","CG42699","FBtr0302921",4296,"Drosophila melanogaster",0,8974,0
"19266","FBgn0031407","CG4270","CG4270","FBtr0077754",686,"Drosophila melanogaster",0.111451984513284,8975,0.033550390414776
"19267","FBgn0031407","CG4270","CG4270","FBtr0077755",584,"Drosophila melanogaster",-0.120788222779511,8975,-0.0363608781795759
"19268","FBgn0261611","CG42700","CG42700","FBtr0302922",2164,"Drosophila melanogaster",-0.257091510137252,8976,-0.0773922561818634
"19269","FBgn0261611","CG42700","CG42700","FBtr0302923",2562,"Drosophila melanogaster",-0.0135215336224217,8976,-0.00407038720772768
"19270","FBgn0261611","CG42700","CG42700","FBtr0332922",1669,"Drosophila melanogaster",-0.631808054601469,8976,-0.190193175937148
"19271","FBgn0261611","CG42700","CG42700","FBtr0332923",2014,"Drosophila melanogaster",-0.360728325957284,8976,-0.108590046398796
"19272","FBgn0261611","CG42700","CG42700","FBtr0332924",2176,"Drosophila melanogaster",-0.249113452713729,8976,-0.0749906215902527
"19273","FBgn0261611","CG42700","CG42700","FBtr0345481",2811,"Drosophila melanogaster",0.120291444416274,8976,0.0362113329910456
"19274","FBgn0261611","CG42700","CG42700","FBtr0345482",2581,"Drosophila melanogaster",-0.00286186787009868,8976,-0.000861508072526274
"19275","FBgn0261611","CG42700","CG42700","FBtr0345483",4712,"Drosophila melanogaster",0.865547529866392,8976,0.26055576916265
"19276","FBgn0261612","CG42701","CngA","FBtr0302924",2975,"Drosophila melanogaster",-0.228061986447296,8977,-0.0686534987913481
"19277","FBgn0261612","CG42701","CngA","FBtr0302925",3994,"Drosophila melanogaster",0.196882677914008,8977,0.0592675916787671
"19278","FBgn0284250","CG42702","Oaz","FBtr0302926",4617,"Drosophila melanogaster",-0.05818107108853,8978,-0.0175142475775059
"19279","FBgn0284250","CG42702","Oaz","FBtr0302927",4997,"Drosophila melanogaster",0.0559254145979917,8978,0.01683522731394
"19280","FBgn0261614","CG42703","CG42703","FBtr0302953",488,"Drosophila melanogaster",0,8979,0
"19281","FBgn0261615","CG42704","CG42704","FBtr0302954",501,"Drosophila melanogaster",0,8980,0
"19282","FBgn0261616","CG42705","CG42705","FBtr0302955",391,"Drosophila melanogaster",-0.532358416682467,8981,-0.160255851865607
"19283","FBgn0261616","CG42705","CG42705","FBtr0345909",740,"Drosophila melanogaster",0.387998246526493,8981,0.116799110469502
"19284","FBgn0261624","CG42707","I-3","FBtr0302971",813,"Drosophila melanogaster",0,8982,0
"19285","FBgn0261625","CG42708","GLS","FBtr0302972",2707,"Drosophila melanogaster",-0.00622207572928168,8983,-0.00187303142980699
"19286","FBgn0261625","CG42708","GLS","FBtr0302973",2912,"Drosophila melanogaster",0.099093392254451,8983,0.0298300834406864
"19287","FBgn0261625","CG42708","GLS","FBtr0302974",3005,"Drosophila melanogaster",0.144448027654303,8983,0.0434831891384451
"19288","FBgn0261625","CG42708","GLS","FBtr0302975",2711,"Drosophila melanogaster",-0.00409185010653346,8983,-0.00123176961982763
"19289","FBgn0261625","CG42708","GLS","FBtr0302976",2741,"Drosophila melanogaster",0.0117853648815291,8983,0.00354774833918503
"19290","FBgn0261625","CG42708","GLS","FBtr0302977",2970,"Drosophila melanogaster",0.127545967743883,8983,0.038395162116899
"19291","FBgn0261625","CG42708","GLS","FBtr0302978",2620,"Drosophila melanogaster",-0.0533501515194335,8983,-0.0160599958805681
"19292","FBgn0261625","CG42708","GLS","FBtr0302979",2278,"Drosophila melanogaster",-0.255149216236134,8983,-0.0768075674572319
"19293","FBgn0261625","CG42708","GLS","FBtr0339707",2303,"Drosophila melanogaster",-0.2394025521514,8983,-0.0720673492360824
"19294","FBgn0261625","CG42708","GLS","FBtr0344191",2940,"Drosophila melanogaster",0.112899191779482,8983,0.033986043211844
"19295","FBgn0261674","CG42709","CG42709","FBtr0302980",2186,"Drosophila melanogaster",0.0406608409144056,8984,0.0122401327641568
"19296","FBgn0261674","CG42709","CG42709","FBtr0302981",2212,"Drosophila melanogaster",0.0577188254772079,8984,0.0173750977831335
"19297","FBgn0261674","CG42709","CG42709","FBtr0302982",2053,"Drosophila melanogaster",-0.0498989326488974,8984,-0.0150210754789355
"19298","FBgn0261674","CG42709","CG42709","FBtr0344221",2050,"Drosophila melanogaster",-0.0520086503646908,8984,-0.0156561637937731
"19299","FBgn0031409","CG4271","CG4271","FBtr0077756",764,"Drosophila melanogaster",0,8985,0
"19300","FBgn0261627","CG42710","CG42710","FBtr0302991",702,"Drosophila melanogaster",0,8986,0
"19301","FBgn0261628","CG42711","CG42711","FBtr0343646",983,"Drosophila melanogaster",0,8987,0
"19302","FBgn0261630","CG42713","CG42713","FBtr0302995",674,"Drosophila melanogaster",0.29594244217666,8988,0.0890875520852279
"19303","FBgn0261630","CG42713","CG42713","FBtr0340258",424,"Drosophila melanogaster",-0.372741884442,8988,-0.112206487857359
"19304","FBgn0261631","CG42714","CG42714","FBtr0302996",451,"Drosophila melanogaster",0,8989,0
"19305","FBgn0261633","CG42716","CG42716","FBtr0302998",325,"Drosophila melanogaster",0,8990,0
"19306","FBgn0261634","CG42717","CG42717","FBtr0302999",373,"Drosophila melanogaster",0,8991,0
"19307","FBgn0261635","CG42718","CG42718","FBtr0303001",351,"Drosophila melanogaster",0,8992,0
"19308","FBgn0261647","CG4272","Axud1","FBtr0077762",4145,"Drosophila melanogaster",0.0364812540607442,8993,0.0109819517517229
"19309","FBgn0261647","CG4272","Axud1","FBtr0077763",3807,"Drosophila melanogaster",-0.086236277760106,8993,-0.0259597063202026
"19310","FBgn0261647","CG4272","Axud1","FBtr0330665",4318,"Drosophila melanogaster",0.0954723957001367,8993,0.0287400548636425
"19311","FBgn0261647","CG4272","Axud1","FBtr0330666",3896,"Drosophila melanogaster",-0.0528971702400263,8993,-0.0159236349279919
"19312","FBgn0261641","CG42724","CG42724","FBtr0303013",3688,"Drosophila melanogaster",-0.0111336795880845,8994,-0.0033515715181256
"19313","FBgn0261641","CG42724","CG42724","FBtr0303014",2500,"Drosophila melanogaster",-0.572044240467974,8994,-0.17220247522768
"19314","FBgn0261641","CG42724","CG42724","FBtr0303015",2805,"Drosophila melanogaster",-0.405971564521268,8994,-0.122209618307537
"19315","FBgn0261641","CG42724","CG42724","FBtr0303017",4036,"Drosophila melanogaster",0.118953839088935,8994,0.0358086736651555
"19316","FBgn0261641","CG42724","CG42724","FBtr0334545",3589,"Drosophila melanogaster",-0.0503904122013452,8994,-0.0151690255664776
"19317","FBgn0261641","CG42724","CG42724","FBtr0345075",4153,"Drosophila melanogaster",0.160181536407372,8994,0.0482194472101609
"19318","FBgn0261641","CG42724","CG42724","FBtr0345076",5245,"Drosophila melanogaster",0.496970437447207,8994,0.149603008629859
"19319","FBgn0261679","CG42726","CG42726","FBtr0303074",2285,"Drosophila melanogaster",0,8995,0
"19320","FBgn0261680","CG42727","CG42727","FBtr0303075",2285,"Drosophila melanogaster",0,8996,0
"19321","FBgn0261681","CG42728","CG42728","FBtr0303076",577,"Drosophila melanogaster",0,8997,0
"19322","FBgn0261682","CG42729","CG42729","FBtr0303077",607,"Drosophila melanogaster",0,8998,0
"19323","FBgn0261683","CG42730","B9d2","FBtr0303078",2650,"Drosophila melanogaster",0,8999,0
"19324","FBgn0261697","CG42731","tctn","FBtr0303079",2650,"Drosophila melanogaster",0,9000,0
"19325","FBgn0261698","CG42732","SLO2","FBtr0303080",6920,"Drosophila melanogaster",0.00878292199729636,9001,0.00264392297076332
"19326","FBgn0261698","CG42732","SLO2","FBtr0303081",6608,"Drosophila melanogaster",-0.0577754291073447,9001,-0.0173921371736689
"19327","FBgn0261698","CG42732","SLO2","FBtr0303082",6904,"Drosophila melanogaster",0.00544334865216456,9001,0.00163861122115838
"19328","FBgn0261698","CG42732","SLO2","FBtr0303083",7121,"Drosophila melanogaster",0.0500907368069576,9001,0.0150788142838043
"19329","FBgn0261698","CG42732","SLO2","FBtr0305946",6314,"Drosophila melanogaster",-0.123434855213805,9001,-0.0371575939297961
"19330","FBgn0261698","CG42732","SLO2","FBtr0329869",7121,"Drosophila melanogaster",0.0500907368069576,9001,0.0150788142838043
"19331","FBgn0261698","CG42732","SLO2","FBtr0329872",6559,"Drosophila melanogaster",-0.0685132408100007,9001,-0.0206245405839596
"19332","FBgn0261698","CG42732","SLO2","FBtr0329938",7234,"Drosophila melanogaster",0.0728044821289835,9001,0.0219163329396062
"19333","FBgn0261698","CG42732","SLO2","FBtr0330616",7121,"Drosophila melanogaster",0.0500907368069576,9001,0.0150788142838043
