"","x"
"FBgn0013432",748
"FBgn0024986",831
"FBgn0003391",6400
"FBgn0013812",13995
"FBgn0004654",1781.5
"FBgn0263006",3964.55555555556
"FBgn0029824",3015
"FBgn0010583",3440.25
"FBgn0015925",2005.5
"FBgn0038271",1596
"FBgn0034750",1262
"FBgn0250786",6337
"FBgn0038700",1577.5
"FBgn0034933",2407
"FBgn0002989",2878
"FBgn0010314",1147
"FBgn0038702",1586
"FBgn0023530",829
"FBgn0040305",3436.57142857143
"FBgn0039240",4360.25
"FBgn0034755",630.5
"FBgn0026439",2922.5
"FBgn0032110",1803
"FBgn0261596",646
"FBgn0012036",1985
"FBgn0031655",2411
"FBgn0031657",1153
"FBgn0004034",2038
"FBgn0001981",2273
"FBgn0032116",3322.33333333333
"FBgn0022343",1116.75
"FBgn0263598",2487.83333333333
"FBgn0000640",953.666666666667
"FBgn0036684",5429.33333333333
"FBgn0011232",3558
"FBgn0028424",1495
"FBgn0032119",1333
"FBgn0035085",1130
"FBgn0023130",2158.33333333333
"FBgn0025680",1896
"FBgn0038692",1247
"FBgn0029849",1699.5
"FBgn0030425",2349
"FBgn0035088",897.333333333333
"FBgn0024989",3537.6
"FBgn0002973",3553.33333333333
"FBgn0015818",1643
"FBgn0029853",951
"FBgn0031660",1154
"FBgn0034800",1527
"FBgn0033778",1947
"FBgn0031662",1194
"FBgn0028507",1660
"FBgn0025378",1181
"FBgn0000022",917
"FBgn0036842",2968
"FBgn0013305",1741.88888888889
"FBgn0034802",2288.5
"FBgn0015586",1199.5
"FBgn0034938",1340
"FBgn0023512",2372
"FBgn0036838",2522
"FBgn0037995",1427
"FBgn0023511",3792
"FBgn0032123",5307.5
"FBgn0030421",3064
"FBgn0025692",1009.25
"FBgn0029861",3232
"FBgn0038275",879
"FBgn0032125",711
"FBgn0036833",1375
"FBgn0010660",5334
"FBgn0002069",2040.33333333333
"FBgn0038837",3607
"FBgn0029863",1282
"FBgn0034948",1597
"FBgn0004170",1438
"FBgn0035091",2609
"FBgn0003975",3463
"FBgn0034804",1527
"FBgn0283509",1521
"FBgn0023507",1938.33333333333
"FBgn0003459",3771.66666666667
"FBgn0038279",3683.5
"FBgn0032130",2673.5
"FBgn0002561",1097
"FBgn0032131",2009
"FBgn0029866",2086
"FBgn0038281",784
"FBgn0010488",5610
"FBgn0029867",2134
"FBgn0023518",8282.5
"FBgn0063485",3130.5
"FBgn0033782",1405.5
"FBgn0002985",2347
"FBgn0015230",1711
"FBgn0024944",3808.66666666667
"FBgn0023520",2341
"FBgn0019809",2328
"FBgn0034951",2110
"FBgn0261955",2573
"FBgn0031286",1533
"FBgn0036422",1181
"FBgn0029870",3555.33333333333
"FBgn0015372",1648
"FBgn0027364",1637.5
"FBgn0042641",2740
"FBgn0034740",1879
"FBgn0031284",1370
"FBgn0004512",3932
"FBgn0035057",1451
"FBgn0032135",2066.33333333333
"FBgn0031281",2411.5
"FBgn0266669",3109
"FBgn0005624",6003.33333333333
"FBgn0031670",999.333333333333
"FBgn0027057",1802
"FBgn0035993",2055
"FBgn0036826",892
"FBgn0035059",1542
"FBgn0004860",5920.5
"FBgn0027660",3350.2
"FBgn0036824",1585
"FBgn0001987",4146.2
"FBgn0265623",6484.66666666667
"FBgn0034871",849
"FBgn0034958",1720
"FBgn0027524",1102
"FBgn0037778",1512
"FBgn0260859",1125
"FBgn0033791",5354
"FBgn0038003",953
"FBgn0026430",3684.5
"FBgn0029873",1808
"FBgn0036423",1382
"FBgn0021800",3339
"FBgn0031571",10102.3333333333
"FBgn0005533",535
"FBgn0266572",4155
"FBgn0013764",2140.5
"FBgn0037780",2061
"FBgn0014031",1410
"FBgn0034739",1077
"FBgn0000524",3828
"FBgn0034879",1093
"FBgn0037783",708
"FBgn0000061",1806
"FBgn0004647",9880.5
"FBgn0014141",6162.9
"FBgn0010382",3668.66666666667
"FBgn0040396",839
"FBgn0037788",1732
"FBgn0034878",2500.5
"FBgn0038008",2406
"FBgn0020545",1280
"FBgn0017567",819
"FBgn0025807",1609.5
"FBgn0037019",1439
"FBgn0040512",798.333333333333
"FBgn0015393",588
"FBgn0086359",3610
"FBgn0000382",5862.25
"FBgn0033793",997
"FBgn0003448",1668
"FBgn0034876",1633.5
"FBgn0011207",2045
"FBgn0036821",3088.25
"FBgn0038475",2932.66666666667
"FBgn0031574",3490.33333333333
"FBgn0002936",871
"FBgn0035989",2092.16666666667
"FBgn0260960",2614.5
"FBgn0010019",2279
"FBgn0029881",5997
"FBgn0283467",1438.5
"FBgn0062413",1695.5
"FBgn0003117",3234.5
"FBgn0036816",2559.25
"FBgn0031575",2105.5
"FBgn0040395",2961.5
"FBgn0035988",1455
"FBgn0038473",1895
"FBgn0038291",1731
"FBgn0004575",5803
"FBgn0022700",1473
"FBgn0038292",1483
"FBgn0028552",1117
"FBgn0020513",2186.5
"FBgn0020370",4413.25
"FBgn0003507",3860.16666666667
"FBgn0028516",1776
"FBgn0038472",1185
"FBgn0023170",288
"FBgn0270924",2976
"FBgn0037801",3135.5
"FBgn0038820",999
"FBgn0058002",595
"FBgn0058006",2590
"FBgn0003071",3252.6
"FBgn0040078",1659
"FBgn0030418",2061.6
"FBgn0063368",696
"FBgn0267976",893
"FBgn0058045",806.5
"FBgn0044510",1093.33333333333
"FBgn0034970",1469.75
"FBgn0259697",1722
"FBgn0010379",3836.4
"FBgn0058064",1365
"FBgn0020391",3235
"FBgn0283478",1652.66666666667
"FBgn0046706",1815
"FBgn0038469",2150
"FBgn0023081",5108
"FBgn0262116",832.5
"FBgn0260798",2396
"FBgn0265523",13986
"FBgn0000644",963
"FBgn0086532",1765
"FBgn0058160",2055.33333333333
"FBgn0032143",1616
"FBgn0058178",2720.33333333333
"FBgn0034885",1170.33333333333
"FBgn0058191",1721.8
"FBgn0267861",1763.6
"FBgn0058198",1118
"FBgn0029821",1818
"FBgn0034659",1201
"FBgn0267398",1237.5
"FBgn0035986",3144.66666666667
"FBgn0063670",743.75
"FBgn0025624",1240
"FBgn0032147",1736
"FBgn0058263",1989.2
"FBgn0000042",2266.6
"FBgn0015396",3860
"FBgn0046692",1731
"FBgn0058298",1161
"FBgn0034585",2319
"FBgn0250816",2818.75
"FBgn0044872",2001
"FBgn0000017",7296.6
"FBgn0003278",3564
"FBgn0015218",1490.22222222222
"FBgn0040022",5342.55555555556
"FBgn0032149",976
"FBgn0011824",957
"FBgn0025815",2790
"FBgn0029736",2723
"FBgn0086378",1290
"FBgn0010247",3112
"FBgn0037018",970.5
"FBgn0037815",819
"FBgn0058439",697.5
"FBgn0046697",1710
"FBgn0046323",2745
"FBgn0046698",1286
"FBgn0025629",923
"FBgn0263977",924
"FBgn0011288",2233
"FBgn0034743",663.5
"FBgn0058470",2990
"FBgn0085736",460
"FBgn0027101",3578.66666666667
"FBgn0069973",1176.66666666667
"FBgn0263830",950
"FBgn0034976",6115
"FBgn0025836",4724
"FBgn0069969",1875.6
"FBgn0020312",3425
"FBgn0000562",4156.5
"FBgn0029811",605
"FBgn0038482",925
"FBgn0041582",3890
"FBgn0038818",3530.66666666667
"FBgn0001078",5339.25
"FBgn0038487",1126
"FBgn0025630",2056
"FBgn0027079",3358.33333333333
"FBgn0263933",3327
"FBgn0085506",264
"FBgn0034982",2537.5
"FBgn0038011",1767
"FBgn0020385",3138.6
"FBgn0036301",1709
"FBgn0011837",3063
"FBgn0034744",835.5
"FBgn0037827",1104
"FBgn0085512",420
"FBgn0037017",1089.5
"FBgn0036812",1640
"FBgn0029798",3455.5
"FBgn0011291",777
"FBgn0035983",3112
"FBgn0085521",642
"FBgn0017577",2452
"FBgn0017572",2077
"FBgn0011297",1704
"FBgn0004465",1412
"FBgn0002593",684.5
"FBgn0005654",2869
"FBgn0037838",2022
"FBgn0038492",7332.5
"FBgn0034894",1896
"FBgn0028336",1704
"FBgn0029890",1647
"FBgn0029791",3646
"FBgn0002284",944
"FBgn0036648",1154
"FBgn0014033",2128.5
"FBgn0025558",465
"FBgn0283659",1112.5
"FBgn0027560",2920
"FBgn0015035",1805
"FBgn0020388",2770
"FBgn0036805",971.5
"FBgn0036643",897
"FBgn0039955",3856.5
"FBgn0069938",957
"FBgn0029785",567.666666666667
"FBgn0069923",364
"FBgn0004583",6563
"FBgn0038017",1115
"FBgn0029649",908
"FBgn0036640",2785.66666666667
"FBgn0028474",3777
"FBgn0036806",1749
"FBgn0004648",4685.90909090909
"FBgn0026061",1868.66666666667
"FBgn0085569",483
"FBgn0003285",5534.5
"FBgn0262123",2882.5
"FBgn0032151",5568.42857142857
"FBgn0085599",1023
"FBgn0040079",2439
"FBgn0031257",2608.33333333333
"FBgn0038494",2256
"FBgn0263511",3308
"FBgn0085638",717.75
"FBgn0030334",1678.5
"FBgn0261881",800
"FBgn0015279",4535.33333333333
"FBgn0262732",1318.2
"FBgn0084001",1543.5
"FBgn0040322",1427
"FBgn0000299",5912
"FBgn0001218",3067
"FBgn0001990",1862
"FBgn0265047",1115
"FBgn0029770",1032.5
"FBgn0001986",3585
"FBgn0087011",2413
"FBgn0004926",1128
"FBgn0261399",954
"FBgn0038295",4300.33333333333
"FBgn0085692",1428
"FBgn0085693",642
"FBgn0028693",995
"FBgn0001983",2222
"FBgn0038811",1464
"FBgn0028892",1965
"FBgn0002524",2777.5
"FBgn0260008",591.8
"FBgn0086917",1767
"FBgn0001992",2300.5
"FBgn0031256",1488
"FBgn0029763",4174.2
"FBgn0013717",2738.5
"FBgn0001227",1733
"FBgn0028888",5960
"FBgn0250814",1611.5
"FBgn0024183",2532.25
"FBgn0014029",1625
"FBgn0036793",2763
"FBgn0002563",2677
"FBgn0001977",2358
"FBgn0010038",734
"FBgn0041713",1561
"FBgn0001225",984
"FBgn0027592",2592
"FBgn0028926",726
"FBgn0040634",415
"FBgn0001229",987
"FBgn0028370",4528.5
"FBgn0011761",862
"FBgn0025627",1097
"FBgn0002283",1363
"FBgn0029753",1865.5
"FBgn0025628",2366.28571428571
"FBgn0003416",5678
"FBgn0024222",2488
"FBgn0029755",1663
"FBgn0038300",2086
"FBgn0023212",1207
"FBgn0011769",719
"FBgn0284442",2745.5
"FBgn0026261",981
"FBgn0026751",2319
"FBgn0010014",1181
"FBgn0038302",682
"FBgn0004227",4464.75
"FBgn0015791",1164.33333333333
"FBgn0031251",4364
"FBgn0011708",1814.5
"FBgn0015546",3634.25
"FBgn0003683",1469
"FBgn0038805",1148.5
"FBgn0250844",1005
"FBgn0004858",3324.5
"FBgn0038385",3176
"FBgn0087007",5476.875
"FBgn0087041",1507
"FBgn0250754",10901
"FBgn0250755",3032
"FBgn0261723",2488
"FBgn0250757",2427.4
"FBgn0262114",4158.83333333333
"FBgn0250862",1475
"FBgn0250867",2835.6
"FBgn0250868",433
"FBgn0250869",2001.66666666667
"FBgn0250908",6138
"FBgn0250910",4818.25
"FBgn0250911",5111
"FBgn0259098",482.5
"FBgn0259099",3804
"FBgn0259101",1821.66666666667
"FBgn0038376",2986
"FBgn0261279",3865.5
"FBgn0259110",6548.5
"FBgn0259111",4094.1
"FBgn0259140",11198
"FBgn0265296",7274.8
"FBgn0259143",2505.25
"FBgn0266569",598.5
"FBgn0046113",3004
"FBgn0259145",6350.33333333333
"FBgn0259146",5847
"FBgn0259148",1089
"FBgn0259149",1917.5
"FBgn0259150",8105.33333333333
"FBgn0259151",1949
"FBgn0259162",3355
"FBgn0259163",4699.25
"FBgn0259164",2362
"FBgn0259166",2877.5
"FBgn0259167",1944.5
"FBgn0259168",4286
"FBgn0261461",2862
"FBgn0259170",3772.44444444444
"FBgn0259171",7939.5
"FBgn0267337",4465.75
"FBgn0259173",5031.75
"FBgn0259174",3987.44444444444
"FBgn0259175",3699.5
"FBgn0259176",4059.9
"FBgn0261514",2645
"FBgn0259178",2399.33333333333
"FBgn0259179",1773.5
"FBgn0259183",526
"FBgn0259184",643.5
"FBgn0259185",1774
"FBgn0036639",949
"FBgn0259187",1725
"FBgn0259188",1983
"FBgn0259189",1827
"FBgn0259190",1785
"FBgn0259230",857
"FBgn0259192",3206
"FBgn0259193",1782
"FBgn0259194",1836
"FBgn0259195",679
"FBgn0031683",1987
"FBgn0259196",726
"FBgn0259231",3192
"FBgn0259198",759
"FBgn0259199",3245
"FBgn0259200",2642
"FBgn0259201",818
"FBgn0259202",2132.33333333333
"FBgn0259203",3135.25
"FBgn0259204",637.5
"FBgn0259209",1409
"FBgn0026397",1298
"FBgn0259210",3918.5
"FBgn0259211",4696.75
"FBgn0259212",7458.875
"FBgn0259213",5256
"FBgn0259214",4388.54545454545
"FBgn0259215",2742
"FBgn0259216",4342.75
"FBgn0262081",4372.42857142857
"FBgn0260941",4389.6
"FBgn0259219",1515.83333333333
"FBgn0265998",3641.06666666667
"FBgn0259221",4792.42857142857
"FBgn0259222",3291.66666666667
"FBgn0259223",1171
"FBgn0259224",4098.16666666667
"FBgn0259226",4322
"FBgn0259227",5541
"FBgn0259228",5869.8
"FBgn0259229",2477
"FBgn0001125",1567.5
"FBgn0263219",6958.2
"FBgn0259233",4918
"FBgn0259234",6809.14285714286
"FBgn0261090",3903
"FBgn0259236",1659.66666666667
"FBgn0259237",2786
"FBgn0259238",710
"FBgn0259239",3334.5
"FBgn0267001",12037.0909090909
"FBgn0259241",1505
"FBgn0259242",5141.33333333333
"FBgn0259243",3094.66666666667
"FBgn0259244",4280.33333333333
"FBgn0259245",3258.8
"FBgn0259246",7817.44444444444
"FBgn0259247",3285.2
"FBgn0259677",8502.5
"FBgn0259678",3777.66666666667
"FBgn0259680",4183.33333333333
"FBgn0261019",2089
"FBgn0259682",1678
"FBgn0259683",1585.66666666667
"FBgn0259699",6035.5
"FBgn0259700",3783.83333333333
"FBgn0259701",706
"FBgn0259702",1270
"FBgn0259703",1350
"FBgn0259704",1498
"FBgn0259705",966
"FBgn0263979",1826.5
"FBgn0259742",1936
"FBgn0259707",1001
"FBgn0259708",1758.5
"FBgn0259709",1758.5
"FBgn0259710",640
"FBgn0259711",908
"FBgn0259712",2631
"FBgn0259713",490
"FBgn0259714",3150
"FBgn0259715",1397
"FBgn0020655",2055
"FBgn0259716",2078
"FBgn0259717",691
"FBgn0259718",729.5
"FBgn0265968",846
"FBgn0259720",1431
"FBgn0259721",1117
"FBgn0259722",618
"FBgn0259725",2289.5
"FBgn0031384",3727
"FBgn0259726",2289.5
"FBgn0259727",2259
"FBgn0259728",885
"FBgn0259729",1177
"FBgn0259730",1540
"FBgn0259731",1540
"FBgn0259732",1540
"FBgn0259733",1540
"FBgn0259734",3877
"FBgn0259735",6483.5
"FBgn0030745",1837.25
"FBgn0259736",5307.66666666667
"FBgn0259737",795
"FBgn0259738",640
"FBgn0259739",1142
"FBgn0259740",570.5
"FBgn0259741",851
"FBgn0259745",5143
"FBgn0259748",651
"FBgn0259817",615
"FBgn0259818",5302
"FBgn0259821",4528.33333333333
"FBgn0259822",4822.44444444444
"FBgn0259823",5294.66666666667
"FBgn0067783",1719.66666666667
"FBgn0003557",4080.4
"FBgn0259916",1052.5
"FBgn0259917",1076
"FBgn0259918",3113
"FBgn0259922",670
"FBgn0259926",1181.5
"FBgn0259927",6990.5
"FBgn0259932",1136.33333333333
"FBgn0259933",2326
"FBgn0259935",3731
"FBgn0259949",322
"FBgn0259950",482
"FBgn0259951",522
"FBgn0259952",456
"FBgn0259953",384
"FBgn0259954",300
"FBgn0259955",401
"FBgn0259956",363
"FBgn0259957",361
"FBgn0259958",571
"FBgn0259959",309
"FBgn0038307",734.5
"FBgn0259960",527
"FBgn0259961",330
"FBgn0259962",359
"FBgn0259963",337
"FBgn0259964",418
"FBgn0259965",324
"FBgn0259966",538
"FBgn0259967",698.5
"FBgn0259968",360
"FBgn0259969",554
"FBgn0259970",268
"FBgn0259971",204
"FBgn0259972",706
"FBgn0259973",233
"FBgn0259974",685
"FBgn0259975",396
"FBgn0259989",628
"FBgn0259990",1718
"FBgn0259991",2158
"FBgn0259992",442
"FBgn0028525",2262
"FBgn0259994",4940.5
"FBgn0260007",590
"FBgn0260026",1159.66666666667
"FBgn0260027",654
"FBgn0260222",1090.5
"FBgn0260223",691
"FBgn0260224",814
"FBgn0034761",635.5
"FBgn0260226",392
"FBgn0260228",1353
"FBgn0260229",1420
"FBgn0260230",3446
"FBgn0260231",3446
"FBgn0260233",4123.5
"FBgn0260234",989
"FBgn0260237",2767
"FBgn0260238",1199.5
"FBgn0260388",2100.33333333333
"FBgn0260398",1923.33333333333
"FBgn0260390",1895.66666666667
"FBgn0260401",871
"FBgn0260392",848
"FBgn0004367",7899
"FBgn0260396",457
"FBgn0261437",641
"FBgn0260428",819
"FBgn0260429",2010.66666666667
"FBgn0260430",1398
"FBgn0260431",1598
"FBgn0260434",1409
"FBgn0260436",581
"FBgn0260486",8580.88888888889
"FBgn0260487",5462
"FBgn0260643",674
"FBgn0260644",763
"FBgn0260645",376
"FBgn0260646",270
"FBgn0011726",735
"FBgn0260657",3608.77777777778
"FBgn0260658",8360.25
"FBgn0260659",1890.5
"FBgn0260660",3924.1875
"FBgn0260713",363
"FBgn0266598",577
"FBgn0261618",7327.14285714286
"FBgn0260755",1251
"FBgn0260756",1023
"FBgn0261671",16325
"FBgn0260758",1332
"FBgn0260759",1095
"FBgn0260760",1095
"FBgn0260761",920.333333333333
"FBgn0260762",645
"FBgn0260763",566
"FBgn0260764",482
"FBgn0260812",3208
"FBgn0260766",1587
"FBgn0260767",1638.5
"FBgn0260768",714
"FBgn0260775",1147
"FBgn0260770",1470
"FBgn0260771",2049
"FBgn0016917",3802
"FBgn0260776",1975.5
"FBgn0260777",1023
"FBgn0260959",3010.5
"FBgn0260793",6767.25
"FBgn0260794",10192.5454545455
"FBgn0260795",3334
"FBgn0261526",2963
"FBgn0260867",418
"FBgn0260868",333
"FBgn0260869",413
"FBgn0020305",1185
"FBgn0260870",412
"FBgn0260871",258
"FBgn0260873",378
"FBgn0260874",1802.25
"FBgn0260953",1225
"FBgn0260954",492
"FBgn0260955",279
"FBgn0260965",8565.5
"FBgn0031389",1415.5
"FBgn0260967",855
"FBgn0260968",508
"FBgn0260969",679
"FBgn0260970",9350
"FBgn0260971",4917
"FBgn0262124",3272
"FBgn0260995",993
"FBgn0260996",676
"FBgn0260997",1158
"FBgn0261015",6562.4
"FBgn0264855",4071.5
"FBgn0261016",5621
"FBgn0261053",6878
"FBgn0261054",386
"FBgn0261055",523.5
"FBgn0265349",244
"FBgn0261057",237.5
"FBgn0261058",937
"FBgn0261059",791.5
"FBgn0261060",329
"FBgn0261061",168
"FBgn0022787",6267.5
"FBgn0266084",5859.77777777778
"FBgn0261260",15740.75
"FBgn0261261",5717.4
"FBgn0261262",5516.75
"FBgn0261267",421
"FBgn0261268",3549.75
"FBgn0260400",4465.25
"FBgn0261349",1558
"FBgn0261353",1529
"FBgn0261381",1529
"FBgn0261380",1356
"FBgn0261356",1126
"FBgn0261357",1028
"FBgn0261358",832.5
"FBgn0266136",6257.75
"FBgn0261360",6268.33333333333
"FBgn0261361",3070
"FBgn0283437",2338
"FBgn0266599",2331.14285714286
"FBgn0261363",2228
"FBgn0261396",1761.5
"FBgn0261401",1872
"FBgn0261402",1818
"FBgn0285951",709
"FBgn0261501",219
"FBgn0010288",1091.66666666667
"FBgn0261502",765
"FBgn0261506",467.5
"FBgn0261507",519
"FBgn0261508",255
"FBgn0261523",765
"FBgn0261531",429
"FBgn0034598",4444.25
"FBgn0261536",2564
"FBgn0261537",2564
"FBgn0261538",1521.5
"FBgn0261545",4044
"FBgn0261547",4870.8
"FBgn0283741",3289.54545454545
"FBgn0261549",5806.9
"FBgn0261550",3660.77777777778
"FBgn0264979",1752
"FBgn0261552",4503.5
"FBgn0261553",5021
"FBgn0261554",5368.2
"FBgn0261555",3700.66666666667
"FBgn0261556",8383.57142857143
"FBgn0261561",1475.5
"FBgn0261562",1555.75
"FBgn0261563",9635.66666666667
"FBgn0261564",2091.30769230769
"FBgn0261565",2915.86666666667
"FBgn0016696",3720.2
"FBgn0261566",251
"FBgn0261567",344
"FBgn0261568",669
"FBgn0261570",6224
"FBgn0261571",5002
"FBgn0261573",2675.5
"FBgn0265263",591
"FBgn0034741",916
"FBgn0261580",1021
"FBgn0261581",717.5
"FBgn0261582",622.5
"FBgn0261583",408
"FBgn0261584",2263.5
"FBgn0261587",818
"FBgn0261588",4868.5
"FBgn0261610",4296
"FBgn0031407",635
"FBgn0261611",2586.125
"FBgn0261612",3484.5
"FBgn0284250",4807
"FBgn0261614",488
"FBgn0261615",501
"FBgn0261616",565.5
"FBgn0261624",813
"FBgn0261625",2718.7
"FBgn0261674",2125.25
"FBgn0031409",764
"FBgn0261627",702
"FBgn0261628",983
"FBgn0261630",549
"FBgn0261631",451
"FBgn0261633",325
"FBgn0261634",373
"FBgn0261635",351
"FBgn0261647",4041.5
"FBgn0261641",3716.57142857143
"FBgn0261679",2285
"FBgn0261680",2285
"FBgn0261681",577
"FBgn0261682",607
"FBgn0261683",2650
"FBgn0261697",2650
"FBgn0261698",6878
"FBgn0261686",573.333333333333
"FBgn0261788",13878
"FBgn0261703",5078.75
"FBgn0001086",1996
"FBgn0261704",3464.66666666667
"FBgn0261705",3453
"FBgn0261801",2857
"FBgn0261802",6510.54545454545
"FBgn0261803",1435.66666666667
"FBgn0261804",6489.5
"FBgn0261805",422
"FBgn0261806",791
"FBgn0261807",663
"FBgn0261816",631
"FBgn0261817",359
"FBgn0029095",2950.33333333333
"FBgn0261830",593
"FBgn0261831",660
"FBgn0261832",822
"FBgn0261834",679
"FBgn0261836",30507.2727272727
"FBgn0261837",1824
"FBgn0261838",1824
"FBgn0261839",2174.5
"FBgn0261840",2524.5
"FBgn0261841",2293.5
"FBgn0261842",2161.5
"FBgn0261843",3124.5
"FBgn0261844",3034.66666666667
"FBgn0261845",3388
"FBgn0261846",562
"FBgn0261847",383.5
"FBgn0014092",1063
"FBgn0261848",800.5
"FBgn0261849",258
"FBgn0261853",440.5
"FBgn0261854",2941.08333333333
"FBgn0263354",5252.75
"FBgn0261858",386
"FBgn0261859",6684.5
"FBgn0261860",438
"FBgn0261067",588
"FBgn0261925",432.5
"FBgn0261928",9682.66666666667
"FBgn0261929",4787
"FBgn0261931",4039.25
"FBgn0261932",513.5
"FBgn0261934",7892.5
"FBgn0015924",2306.2
"FBgn0264495",8395.8
"FBgn0261975",803
"FBgn0261989",1529
"FBgn0261990",640
"FBgn0261991",577
"FBgn0025626",2664
"FBgn0261992",503
"FBgn0261993",642
"FBgn0261994",691
"FBgn0261995",1161.5
"FBgn0261996",796
"FBgn0261997",408
"FBgn0261998",4777
"FBgn0261999",5354.5
"FBgn0262000",3500
"FBgn0262001",604
"FBgn0034114",2393
"FBgn0262002",2377
"FBgn0262003",448
"FBgn0262004",578
"FBgn0262005",508
"FBgn0262006",464
"FBgn0262007",1752
"FBgn0262008",1422
"FBgn0262009",491.5
"FBgn0262010",471
"FBgn0262018",7567
"FBgn0262017",720
"FBgn0262020",1266
"FBgn0262021",252
"FBgn0262022",395
"FBgn0262023",536
"FBgn0262024",352
"FBgn0262026",2131
"FBgn0262029",5106.5
"FBgn0262030",832
"FBgn0262035",564
"FBgn0262036",817
"FBgn0262098",783
"FBgn0262099",165
"FBgn0262100",1001
"FBgn0262101",1477
"FBgn0262102",945
"FBgn0262103",5566.33333333333
"FBgn0262104",621
"FBgn0034601",821
"FBgn0265988",11334
"FBgn0262111",4939.88888888889
"FBgn0262139",4547.57142857143
"FBgn0262140",403
"FBgn0262141",438
"FBgn0262143",283
"FBgn0038388",1646
"FBgn0262144",368
"FBgn0262146",474
"FBgn0262150",1308.5
"FBgn0262170",340
"FBgn0038799",1907
"FBgn0037020",1249
"FBgn0025625",5230
"FBgn0031287",1277.5
"FBgn0024983",1763
"FBgn0034742",4505.5
"FBgn0031258",6546.5
"FBgn0014879",1169
"FBgn0036272",1981.5
"FBgn0030747",4724.33333333333
"FBgn0027073",1754
"FBgn0025463",1936
"FBgn0262351",733.5
"FBgn0262352",1119
"FBgn0262354",491
"FBgn0262356",531
"FBgn0262357",603
"FBgn0262358",303
"FBgn0262359",522.5
"FBgn0262360",455
"FBgn0262361",377
"FBgn0036787",1029
"FBgn0262362",773
"FBgn0262363",329
"FBgn0262364",584
"FBgn0262365",488
"FBgn0262366",1765
"FBgn0262475",3777.72727272727
"FBgn0262476",4252.5
"FBgn0262477",2926.66666666667
"FBgn0262478",795
"FBgn0262479",416
"FBgn0016691",802
"FBgn0262480",490.5
"FBgn0262481",415
"FBgn0262482",387
"FBgn0262483",6818.44444444444
"FBgn0262484",677
"FBgn0262485",757
"FBgn0262486",771
"FBgn0262487",1000
"FBgn0262508",7556.84615384615
"FBgn0262509",5408.66666666667
"FBgn0262528",294
"FBgn0262529",430
"FBgn0262530",450
"FBgn0262531",1059
"FBgn0262534",1185
"FBgn0262535",568.5
"FBgn0262536",624
"FBgn0262537",549
"FBgn0262538",722
"FBgn0262539",476
"FBgn0262540",310
"FBgn0262541",554
"FBgn0262544",657
"FBgn0262547",405
"FBgn0262562",8699.28571428571
"FBgn0262563",482
"FBgn0262566",897
"FBgn0262567",371
"FBgn0262568",656
"FBgn0262569",261
"FBgn0010611",1999.83333333333
"FBgn0262570",4971.5
"FBgn0262571",553
"FBgn0262572",340
"FBgn0262574",275
"FBgn0262575",688
"FBgn0262576",897
"FBgn0262577",319
"FBgn0262579",5259.25
"FBgn0002869",408
"FBgn0262580",1270
"FBgn0262581",503
"FBgn0262582",6659.33333333333
"FBgn0262583",989
"FBgn0262587",784
"FBgn0262588",777
"FBgn0262592",692.5
"FBgn0262593",5815
"FBgn0262599",2004.66666666667
"FBgn0025632",2043
"FBgn0262605",451
"FBgn0262607",541
"FBgn0262608",365
"FBgn0262609",218
"FBgn0262610",704
"FBgn0262611",542
"FBgn0262612",493
"FBgn0262613",535
"FBgn0003515",2146
"FBgn0262614",5889
"FBgn0262617",6186.66666666667
"FBgn0262621",361
"FBgn0262623",258
"FBgn0262679",879
"FBgn0262683",729
"FBgn0266019",6737.6
"FBgn0262685",1762
"FBgn0262686",330
"FBgn0003319",3903
"FBgn0262717",4108.5
"FBgn0263929",4992.14285714286
"FBgn0262719",7924
"FBgn0283508",2241.8
"FBgn0262721",532
"FBgn0262786",583
"FBgn0262787",1078
"FBgn0262788",416
"FBgn0026060",2458
"FBgn0262790",545.666666666667
"FBgn0262791",444.5
"FBgn0262794",517
"FBgn0262807",545.666666666667
"FBgn0262808",701
"FBgn0030455",1464
"FBgn0262810",568
"FBgn0262811",251
"FBgn0262812",608
"FBgn0262813",325
"FBgn0262814",470.5
"FBgn0262816",3158
"FBgn0262817",795
"FBgn0262818",601
"FBgn0011706",901
"FBgn0262819",664
"FBgn0262820",1016
"FBgn0262821",569
"FBgn0262823",814
"FBgn0262824",909
"FBgn0262827",531
"FBgn0029840",7084.5
"FBgn0262836",487
"FBgn0262837",602
"FBgn0262838",390
"FBgn0262839",781
"FBgn0262840",641
"FBgn0262842",432
"FBgn0262843",455
"FBgn0262844",366
"FBgn0262845",370
"FBgn0015033",1573
"FBgn0262846",729
"FBgn0262854",682
"FBgn0262855",665
"FBgn0025631",3232.16666666667
"FBgn0262856",163
"FBgn0262857",422
"FBgn0262858",397.5
"FBgn0262869",6554.8
"FBgn0262870",7214
"FBgn0262871",3601
"FBgn0262872",4716.83333333333
"FBgn0262873",378
"FBgn0262874",383.5
"FBgn0038797",1359.5
"FBgn0262875",799
"FBgn0262876",1180
"FBgn0262877",573
"FBgn0262878",539
"FBgn0262880",678
"FBgn0262881",318
"FBgn0262882",482
"FBgn0034956",1743.5
"FBgn0262889",435
"FBgn0262890",1127
"FBgn0262891",588
"FBgn0262893",644.5
"FBgn0262894",324
"FBgn0026878",740
"FBgn0262896",250
"FBgn0262899",485
