FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308626	8891	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308627	8667	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308628	9438	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308629	9153	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308630	9372	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308631	8538	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308632	6219	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308633	9414	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0308634	6636	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0335520	6905	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0335521	9224	Drosophila melanogaster
FBgn0263289	CG43398	scrib	FBtr0335522	7178	Drosophila melanogaster
FBgn0263314	CG43400	CG43400	FBtr0308708	564	Drosophila melanogaster
FBgn0263320	CG43401	CG43401	FBtr0308744	508	Drosophila melanogaster
FBgn0263320	CG43401	CG43401	FBtr0343841	686	Drosophila melanogaster
FBgn0263321	CG43402	CG43402	FBtr0308745	591	Drosophila melanogaster
FBgn0263321	CG43402	CG43402	FBtr0343842	1206	Drosophila melanogaster
FBgn0263322	CG43403	CG43403	FBtr0308746	596	Drosophila melanogaster
FBgn0263326	CG43407	CG43407	FBtr0308782	368	Drosophila melanogaster
FBgn0263326	CG43407	CG43407	FBtr0342757	488	Drosophila melanogaster
FBgn0028481	CG4341	CG4341	FBtr0077949	4160	Drosophila melanogaster
FBgn0028481	CG4341	CG4341	FBtr0305064	3801	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308849	5335	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308850	5897	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308851	5552	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308852	6180	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308853	3810	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308854	4163	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308855	6075	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308856	6282	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308857	7012	Drosophila melanogaster
FBgn0263346	CG43427	CG43427	FBtr0308858	7014	Drosophila melanogaster
FBgn0263386	CG43438	CG43438	FBtr0309073	640	Drosophila melanogaster
FBgn0263387	CG43439	CG43439	FBtr0309074	990	Drosophila melanogaster
FBgn0263389	CG43441	CG43441	FBtr0309077	570	Drosophila melanogaster
FBgn0263390	CG43442	Nha2	FBtr0309100	2162	Drosophila melanogaster
FBgn0263390	CG43442	Nha2	FBtr0309101	2625	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309102	2582	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309103	2531	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309104	4163	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309105	2287	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309106	2643	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309107	1945	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309108	4153	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309109	3854	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309110	4100	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309111	4399	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309112	4161	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309113	6053	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309114	3723	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0309115	3977	Drosophila melanogaster
FBgn0263391	CG43443	hts	FBtr0340491	3963	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0309117	12592	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0309118	12477	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0309119	9642	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0309120	9919	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0333880	12610	Drosophila melanogaster
FBgn0263392	CG43444	Tet	FBtr0333881	12495	Drosophila melanogaster
FBgn0263399	CG43445	CG43445	FBtr0309175	598	Drosophila melanogaster
FBgn0263400	CG43446	CG43446	FBtr0309176	1364	Drosophila melanogaster
FBgn0263400	CG43446	CG43446	FBtr0309177	1367	Drosophila melanogaster
FBgn0263401	CG43447	CG43447	FBtr0309178	534	Drosophila melanogaster
FBgn0263402	CG43448	CG43448	FBtr0309181	529	Drosophila melanogaster
FBgn0263403	CG43449	CG43449	FBtr0309182	514	Drosophila melanogaster
FBgn0263403	CG43449	CG43449	FBtr0309183	937	Drosophila melanogaster
FBgn0015946	CG4345	grim	FBtr0075130	1699	Drosophila melanogaster
FBgn0263404	CG43450	CG43450	FBtr0309189	281	Drosophila melanogaster
FBgn0035978	CG4347	UGP	FBtr0076500	2099	Drosophila melanogaster
FBgn0035978	CG4347	UGP	FBtr0076501	2102	Drosophila melanogaster
FBgn0035978	CG4347	UGP	FBtr0301698	2093	Drosophila melanogaster
FBgn0035978	CG4347	UGP	FBtr0301699	2686	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0309276	4491	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0309277	2629	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0309278	4770	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0309280	5420	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0331857	4695	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0344238	4389	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0344239	4596	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0344240	4539	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0344241	4713	Drosophila melanogaster
FBgn0263456	CG43479	nwk	FBtr0344242	4464	Drosophila melanogaster
FBgn0030449	CG4349	Fer3HCH	FBtr0073745	751	Drosophila melanogaster
FBgn0010303	CG4353	hep	FBtr0073747	4893	Drosophila melanogaster
FBgn0010303	CG4353	hep	FBtr0073748	2738	Drosophila melanogaster
FBgn0010303	CG4353	hep	FBtr0330396	5344	Drosophila melanogaster
FBgn0010303	CG4353	hep	FBtr0330397	5689	Drosophila melanogaster
FBgn0010303	CG4353	hep	FBtr0340303	5344	Drosophila melanogaster
FBgn0005638	CG4354	slbo	FBtr0072272	2786	Drosophila melanogaster
FBgn0005638	CG4354	slbo	FBtr0339359	2581	Drosophila melanogaster
FBgn0000037	CG4356	mAChR-A	FBtr0072367	5370	Drosophila melanogaster
FBgn0000037	CG4356	mAChR-A	FBtr0072368	5425	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0075987	3936	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0333838	4822	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0333839	3996	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0333840	4044	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0333841	4051	Drosophila melanogaster
FBgn0036279	CG4357	Ncc69	FBtr0333842	4762	Drosophila melanogaster
FBgn0038787	CG4360	CG4360	FBtr0083899	3493	Drosophila melanogaster
FBgn0038787	CG4360	CG4360	FBtr0113252	3569	Drosophila melanogaster
FBgn0263596	CG43618	CG43618	FBtr0309894	225	Drosophila melanogaster
FBgn0263597	CG43619	Acp98AB	FBtr0310089	175	Drosophila melanogaster
FBgn0038784	CG4362	CG4362	FBtr0083900	829	Drosophila melanogaster
FBgn0034663	CG4363	CG4363	FBtr0071740	687	Drosophila melanogaster
FBgn0263621	CG43630	CG43630	FBtr0309980	251	Drosophila melanogaster
FBgn0263647	CG43638	CG43638	FBtr0310008	778	Drosophila melanogaster
FBgn0032138	CG4364	CG4364	FBtr0079848	2124	Drosophila melanogaster
FBgn0263654	CG43645	CG43645	FBtr0445727	422	Drosophila melanogaster
FBgn0263655	CG43646	CG43646	FBtr0310091	444	Drosophila melanogaster
FBgn0263656	CG43647	CG43647	FBtr0310092	441	Drosophila melanogaster
FBgn0037024	CG4365	tzn	FBtr0078252	1013	Drosophila melanogaster
FBgn0037024	CG4365	tzn	FBtr0078253	1092	Drosophila melanogaster
FBgn0037024	CG4365	tzn	FBtr0078254	1231	Drosophila melanogaster
FBgn0263705	CG43657	Myo10A	FBtr0310332	5244	Drosophila melanogaster
FBgn0263705	CG43657	Myo10A	FBtr0310333	10362	Drosophila melanogaster
FBgn0263705	CG43657	Myo10A	FBtr0310334	10635	Drosophila melanogaster
FBgn0263705	CG43657	Myo10A	FBtr0346278	10459	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0310335	9857	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0310336	7067	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0310337	7249	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0310338	7090	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0310339	7877	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0330597	7067	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0342802	7249	Drosophila melanogaster
FBgn0263706	CG43658	CG43658	FBtr0342803	7346	Drosophila melanogaster
FBgn0263707	CG43659	CG43659	FBtr0310345	336	Drosophila melanogaster
FBgn0263757	CG43662	Rpb4	FBtr0310379	722	Drosophila melanogaster
FBgn0263738	CG43663	Ada2a	FBtr0310380	2400	Drosophila melanogaster
FBgn0263738	CG43663	Ada2a	FBtr0310381	2445	Drosophila melanogaster
FBgn0263738	CG43663	Ada2a	FBtr0310382	2340	Drosophila melanogaster
FBgn0263738	CG43663	Ada2a	FBtr0310383	2385	Drosophila melanogaster
FBgn0263738	CG43663	Ada2a	FBtr0310384	2158	Drosophila melanogaster
FBgn0263755	CG43664	Su(var)3-9	FBtr0310385	2386	Drosophila melanogaster
FBgn0263740	CG43665	eIF2gamma	FBtr0310386	1922	Drosophila melanogaster
FBgn0263740	CG43665	eIF2gamma	FBtr0310387	1886	Drosophila melanogaster
FBgn0263740	CG43665	eIF2gamma	FBtr0337054	2062	Drosophila melanogaster
FBgn0263741	CG43666	CG43666	FBtr0310390	1023	Drosophila melanogaster
FBgn0263742	CG43667	CG43667	FBtr0310389	907	Drosophila melanogaster
FBgn0263743	CG43668	CG43668	FBtr0310388	676	Drosophila melanogaster
FBgn0038783	CG4367	CG4367	FBtr0083901	816	Drosophila melanogaster
FBgn0038783	CG4367	CG4367	FBtr0344245	939	Drosophila melanogaster
FBgn0263747	CG43672	CG43672	FBtr0310394	4895	Drosophila melanogaster
FBgn0263748	CG43673	CG43673	FBtr0310395	881	Drosophila melanogaster
FBgn0263750	CG43675	CG43675	FBtr0310402	1628	Drosophila melanogaster
FBgn0263750	CG43675	CG43675	FBtr0344371	1820	Drosophila melanogaster
FBgn0263750	CG43675	CG43675	FBtr0344372	2529	Drosophila melanogaster
FBgn0263760	CG43677	CG43677	FBtr0310452	903	Drosophila melanogaster
FBgn0263761	CG43678	CG43678	FBtr0310458	317	Drosophila melanogaster
FBgn0263762	CG43679	CG43679	FBtr0310456	516	Drosophila melanogaster
FBgn0263762	CG43679	CG43679	FBtr0310457	375	Drosophila melanogaster
FBgn0263763	CG43680	CG43680	FBtr0310455	354	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0310491	5781	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0310492	4680	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0310493	4749	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0310494	6864	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0310495	7038	Drosophila melanogaster
FBgn0263772	CG43689	CG43689	FBtr0339681	6858	Drosophila melanogaster
FBgn0263773	CG43690	fok	FBtr0310558	1205	Drosophila melanogaster
FBgn0263773	CG43690	fok	FBtr0310559	1903	Drosophila melanogaster
FBgn0263773	CG43690	fok	FBtr0310560	696	Drosophila melanogaster
FBgn0263773	CG43690	fok	FBtr0310561	394	Drosophila melanogaster
FBgn0263774	CG43691	CG43691	FBtr0310562	3614	Drosophila melanogaster
FBgn0263774	CG43691	CG43691	FBtr0345942	3792	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310563	2168	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310564	2227	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310565	2188	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310566	2541	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310567	2399	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310568	2163	Drosophila melanogaster
FBgn0263776	CG43693	CG43693	FBtr0310569	2434	Drosophila melanogaster
FBgn0263777	CG43694	CG43694	FBtr0310577	428	Drosophila melanogaster
FBgn0039081	CG4370	Irk2	FBtr0084425	1894	Drosophila melanogaster
FBgn0039081	CG4370	Irk2	FBtr0084426	1600	Drosophila melanogaster
FBgn0039081	CG4370	Irk2	FBtr0301859	1485	Drosophila melanogaster
FBgn0039081	CG4370	Irk2	FBtr0339622	2248	Drosophila melanogaster
FBgn0263841	CG43702	CG43702	FBtr0321302	305	Drosophila melanogaster
FBgn0263841	CG43702	CG43702	FBtr0321303	320	Drosophila melanogaster
FBgn0263842	CG43703	CG43703	FBtr0321298	318	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321304	8194	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321305	6391	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321306	7752	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321307	7922	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321308	7617	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0321309	2299	Drosophila melanogaster
FBgn0263846	CG43707	CG43707	FBtr0330223	7632	Drosophila melanogaster
FBgn0263848	CG43709	CG43709	FBtr0321317	615	Drosophila melanogaster
FBgn0010043	CG4371	GstD7	FBtr0082574	756	Drosophila melanogaster
FBgn0263849	CG43710	CG43710	FBtr0321316	1023	Drosophila melanogaster
FBgn0263850	CG43711	CG43711	FBtr0321315	1239	Drosophila melanogaster
FBgn0034665	CG4372	CG4372	FBtr0071738	1194	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329838	8191	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329839	5484	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329840	7444	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329842	8096	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329843	7328	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329844	5383	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329845	9210	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0329846	9896	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0332236	5661	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0332237	8123	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0336736	7649	Drosophila melanogaster
FBgn0263873	CG43720	sick	FBtr0344856	10063	Drosophila melanogaster
FBgn0263934	CG43722	esn	FBtr0329856	4292	Drosophila melanogaster
FBgn0263934	CG43722	esn	FBtr0329857	3982	Drosophila melanogaster
FBgn0263934	CG43722	esn	FBtr0329858	4708	Drosophila melanogaster
FBgn0263934	CG43722	esn	FBtr0329859	3982	Drosophila melanogaster
FBgn0263971	CG43725	CG43725	FBtr0329904	450	Drosophila melanogaster
FBgn0263974	CG43726	qin	FBtr0329922	6098	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330007	6193	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330009	1842	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330010	7086	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330011	11747	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330012	10954	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330013	10954	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0330016	2382	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344200	4584	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344201	10924	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344202	6547	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344203	6739	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344204	6916	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344205	6562	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344206	6370	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344207	10723	Drosophila melanogaster
FBgn0263980	CG43729	CG43729	FBtr0344208	11050	Drosophila melanogaster
FBgn0034756	CG4373	Cyp6d2	FBtr0071928	1759	Drosophila melanogaster
FBgn0263982	CG43731	CG43731	FBtr0330018	803	Drosophila melanogaster
FBgn0263983	CG43732	CG43732	FBtr0330024	5507	Drosophila melanogaster
FBgn0263983	CG43732	CG43732	FBtr0346867	1081	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330261	2469	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330262	2805	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330263	4382	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330264	4330	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330265	4258	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330266	5815	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330267	5533	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0330268	7387	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0345896	2393	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0345897	2425	Drosophila melanogaster
FBgn0263993	CG43736	CG43736	FBtr0345898	7668	Drosophila melanogaster
FBgn0263994	CG43737	CG43737	FBtr0330259	7760	Drosophila melanogaster
FBgn0263994	CG43737	CG43737	FBtr0330260	8126	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330269	5675	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330270	9118	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330271	5461	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330272	4524	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330273	7247	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330274	9229	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330275	9743	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330276	5086	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330277	8397	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330278	4469	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330279	6116	Drosophila melanogaster
FBgn0263995	CG43738	cpo	FBtr0330280	6131	Drosophila melanogaster
FBgn0263996	CG43739	CG43739	FBtr0330258	4863	Drosophila melanogaster
FBgn0039078	CG4374	CG4374	FBtr0303342	5240	Drosophila melanogaster
FBgn0039078	CG4374	CG4374	FBtr0310575	4467	Drosophila melanogaster
FBgn0263997	CG43740	CG43740	FBtr0330322	1878	Drosophila melanogaster
FBgn0263997	CG43740	CG43740	FBtr0330323	1850	Drosophila melanogaster
FBgn0263997	CG43740	CG43740	FBtr0330324	1878	Drosophila melanogaster
FBgn0263998	CG43741	Ack-like	FBtr0330329	4361	Drosophila melanogaster
FBgn0263998	CG43741	Ack-like	FBtr0330330	4805	Drosophila melanogaster
FBgn0263998	CG43741	Ack-like	FBtr0330331	4364	Drosophila melanogaster
FBgn0263998	CG43741	Ack-like	FBtr0330332	5956	Drosophila melanogaster
FBgn0263999	CG43742	CG43742	FBtr0334012	1508	Drosophila melanogaster
FBgn0264000	CG43743	GluRIB	FBtr0330340	5439	Drosophila melanogaster
FBgn0264000	CG43743	GluRIB	FBtr0330341	5439	Drosophila melanogaster
FBgn0264000	CG43743	GluRIB	FBtr0334765	7186	Drosophila melanogaster
FBgn0264000	CG43743	GluRIB	FBtr0346866	5439	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330343	2587	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330344	2467	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330345	3865	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330346	2332	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330347	2410	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330348	2314	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330349	2509	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330350	2356	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330351	10856	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330352	5007	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330353	4953	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330354	2786	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330355	6771	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330356	2929	Drosophila melanogaster
FBgn0264001	CG43744	bru3	FBtr0330357	2665	Drosophila melanogaster
FBgn0264002	CG43745	MsR2	FBtr0330358	2592	Drosophila melanogaster
FBgn0264002	CG43745	MsR2	FBtr0330359	2918	Drosophila melanogaster
FBgn0264002	CG43745	MsR2	FBtr0330360	2918	Drosophila melanogaster
FBgn0264005	CG43748	Hmx	FBtr0330385	2691	Drosophila melanogaster
FBgn0264005	CG43748	Hmx	FBtr0330386	2691	Drosophila melanogaster
FBgn0264005	CG43748	Hmx	FBtr0346339	3384	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330414	9853	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330416	3938	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330417	9481	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330418	9853	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330419	9928	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0330420	9841	Drosophila melanogaster
FBgn0264006	CG43749	dysc	FBtr0333021	9829	Drosophila melanogaster
FBgn0031295	CG4375	CG4375	FBtr0077997	793	Drosophila melanogaster
FBgn0264081	CG43750	CG43750	FBtr0330686	874	Drosophila melanogaster
FBgn0264081	CG43750	CG43750	FBtr0335464	1112	Drosophila melanogaster
FBgn0264086	CG43755	CG43755	FBtr0330695	1709	Drosophila melanogaster
FBgn0264086	CG43755	CG43755	FBtr0330696	2333	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330697	2525	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330698	2888	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330699	2461	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330700	2449	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330701	2500	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330702	2553	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330703	2293	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330704	4872	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330705	4664	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0330706	6363	Drosophila melanogaster
FBgn0264087	CG43756	Slob	FBtr0335491	5779	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330729	8925	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330730	8954	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330731	8997	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330732	9484	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330733	8154	Drosophila melanogaster
FBgn0264089	CG43758	sli	FBtr0330734	8997	Drosophila melanogaster
FBgn0264090	CG43759	CG43759	FBtr0331156	4583	Drosophila melanogaster
FBgn0264090	CG43759	CG43759	FBtr0331157	4583	Drosophila melanogaster
FBgn0264090	CG43759	CG43759	FBtr0332994	6340	Drosophila melanogaster
FBgn0264090	CG43759	CG43759	FBtr0343982	4396	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0070343	3511	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0070344	3511	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0070345	4868	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0303048	3306	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0310657	3877	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0310658	3369	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0310659	3351	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0333801	3516	Drosophila melanogaster
FBgn0000667	CG4376	Actn	FBtr0333802	3366	Drosophila melanogaster
FBgn0264260	CG43760	CG43760	FBtr0331279	411	Drosophila melanogaster
FBgn0034664	CG4377	CG4377	FBtr0071739	788	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331247	2892	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331249	3263	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331250	3227	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331251	5164	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331253	1886	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331254	2130	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331255	1854	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331256	4309	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331257	2758	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331258	5964	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331259	2933	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331260	2020	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331261	1515	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331262	3097	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331263	2863	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331264	4077	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331265	2112	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331266	3738	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331268	1910	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331270	5164	Drosophila melanogaster
FBgn0264270	CG43770	Sxl	FBtr0331271	4077	Drosophila melanogaster
